,jobClassification,state,teaser,workType,min_salary,max_salary,isRightToWorkRequired,desktopAdTemplate,Python,SQL,R,Tableau,SAS,Matlab,Hadoop,Spark,Java,Scala,recruiter,state_encoded,salary_section,salary_section_enc
237,0,6,Join a reputable IT company that specialises in Artificial Intelligence & machine learning. Exhibit your coding & programming skills & knowledge.,2,100000,150000,1,,1,0,1,0,0,0,0,1,0,1,0,6,"(120000.0, 130000.0]",6.0
238,2,1,Join a high performing team of Data Scientists and Big Data Engineers in a data driven environment ,2,150000,180000,0,"
  
    
    
      Senior Data Scientist 
      Top Tier organisation 
        Fantastic salary package 
        Sydney CBD 
      
        In this role you’ll be using data science to really build value and competitive advantage. You will get to work with large data sets and utlise your machine learning expertise all while working for a top household name.
        You have a keen desire to solve problems, and live to find patterns and insights within structured and unstructured data. Propose analytics strategies and solutions that challenge and expand the thinking of everyone around you. Previous experience in data centric organisations or a strong high profile consulting background is advantagous.
        The successful candidate will have:
        Good communication and stakeholder management skills to technical and business audiences, able to explain complex topics in simple terms
          Business acumen - strong business/commercial sense to combine with analytics to help drive recommendations; ability to demonstrate an understanding of the commercial impact of their activities
          Experience in machine learning, or computer science/statistics with strong machine learning component
          Experience working in a fast moving commercial environment and excellent organisational skills; this is a fast-paced operation in a high-growth phase, A demonstrated ability to work collaboratively, as well as to manage workflow in accordance with project timelines is required
          Python, R, Scala or Java experience
          Good programming practices, ability to write readable, fast, object oriented code
          Extensive knowledge of statistics
          Able to demonstrate good understanding of machine learning: selecting features, building and optimising algorithms
          Experience managing or leading team would be advantageous
          previous experience of recommendation engines is highly advantageous
        To work in a groundbreaking department with data minded individuals apply now! Or contact Leon on 02 8986 3147 or on lyoung@morganmckinley.com.au
      
      
      
    
    
  
",1,0,1,0,0,0,0,0,1,1,1,1,"(160000.0, 180000.0]",9.0
239,0,6,Lead Data Scientist ,2,150000,190000,1,"
  
    
    
      
        Lead Data Scientist 
        Lead Data Scientist –I am working with an established startup Fintech! This is the chance to join the “A” team in the business that works across ML, AI & Blockchain.In this role you will be in charge of the Data team and be givewn the oppurtunity to choose the technology that you think will work best for the project.This is not your every day job….. You will be working in and building a state of the art team in a fun fast paced environment. Experience neededbackground working with Blockchain Networks
            Come from a Dev background across Java, C++, Python, Golang, R
            Data Science Experience
            You must have worked with Big data, Data mining, ML
            Led a Data Science Team
          Opportunities like this are like unicorns in the market, I am only looking to speak to the best of the best to join this prestigious team.The right money will be paid for the right people please keep that in mind!This is a Melbourne CBD located position,
        
        Brandon Jenner(0)2808 90100Brandon.Jenner@opusrs.com.au 
      
    
  
",1,0,1,0,0,0,0,0,1,0,1,6,"(160000.0, 180000.0]",9.0
240,0,1,Opportunity to work in a large Data Science team for a global media agency.,2,100000,109999,0,,1,1,1,0,1,1,0,0,0,1,1,1,"(100000.0, 110000.0]",0.0
241,1,1,Senior Data Scientist role which is both hands on and strategic with accountability for improving data science capability for the business.,2,150000,165000,1,"
  
    
    Data Analytics Recruitment Solutions
    
      Senior Data Scientist 
      Professional government body 
        Improving Data Science Capability 
        Combining Hands on Data Science with Strategy and Projects 
      
        About the Company
        My client is a professional government body and a leading provider who support its members, partners and stakeholders through their services to improve quality of life.
        Reporting in to the Senior Data Science Manager, this role is both hands on and strategic and has accountability for improving data science capability for the business.
         
        Accountabilities;
         
        Acting as a thought leader and provide insights on how data science can add value and improve strategic outcomes
          Using both structured and unstructured data to develop new innovative models for the business using a variety of data mining techniques, experimental design and machine learning methods
          Creating insights and consulting to the business on strategic opportunities
          Deep dive analysis and insight creation to develop more personalised customer experiences
          Project and stakeholder management
        Experience
        Minimum of 5 years relevant experience
          Experienced in a variety of statistical and data mining techniques (regression, statistical tests and proper usage, random forest, clustering, decision tree learning, deep learning text mining etc.) and their commercial impact and value
          Proven experience in analytics, reporting and generating actionable insights
          Excellent communication and stakeholder management skills; proven experience in driving strategic recommendations and projects
          Experience in financial service, insurance and consulting high regarded 
          Technical skills in SAS, R and Python
        Please apply on line below, or for more information contact Marie Thow at Bluefin Resources on 02 9270 2600
        IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.
        http://www.bluefinresources.com.au/privacy-policy
      
      
      
    
    www.bluefinresources.com.au
  
",1,0,1,0,1,0,0,0,0,0,1,1,"(140000.0, 160000.0]",7.0
242,3,1,This position is Permanent Full Time and classified as a Health Manager Level 3,2,113735,129658,0,"
  
    
    
      Data Scientist 
      Employment Type: Permanent Full TimePosition Classification: Health Manager Level 3Remuneration: $113,735 - $129,658 per annum, excluding superannuationHours Per Week: 38Requisition ID: REQ159041
        • Use your data science skills to explore cancer and healthcare data to inform decision making and drive meaningful changes to NSW cancer healthcare system
        • Be a leader in predictive analytics for smarter and more effective health service delivery
        • Be part of an organisation that makes a difference to cancer control in NSWWhere you’ll be workingThe Cancer Institute NSW is the NSW Government’s cancer control agency, established to lessen the impact of cancer across the state.
        
        Working at the Cancer Institute NSW means joining a team of committed and dedicated staff who are proud to be a part of the Institute’s purpose of overseeing and accelerating the effectiveness of cancer control in NSW.
        The Cancer Institute is a collaborative working environment that encourages diversity and inclusion in how we work and the way we work together.  Aboriginal and Torres Strait Islander peoples are strongly encouraged to apply.  Greater consideration will be given to suitable applicants, in order to improve access to employment and career opportunities (GSE Rule 26).What you will be doing
        In this role you will be required to undertake complex strategic data analytics and modelling to improve the delivery of cancer screening and prevention services across NSW. You will have demonstrated experience in data mining techniques and using both machine learning and statistical analysis to summarise, simplify and understand complex processes, provide insights, make predictions, monitor and calibrate prediction performance. 
         
        Essential to the role will be your ability to engage with and influence stakeholders. You will be a team player that thrives in a collaborative, dynamic and evolving landscape to support the delivery of strategic information through to actionable insights.
        
        For your application to be considered
        • Your resume
        • A covering letter addressing the essential requirements of the role (as outlined in the role description, please see link below); and
        
        • A response to the pre-screening question below (in a separate attachment)
        
        
        
        
        Essential requirements
        • Relevant tertiary qualifications in statistics, machine learning, computer science or a related discipline.
        • Extensive experience in statistics, machine learning, predictive analysis and modelling in R or Python. 
        • Proficiency in querying relational databases with SQL.
         
        • Demonstrated understanding of privacy and health/personal information legislation, policies and standards.
        
        Pre-screening questions
        1. Can you please outline your experience in predictive analytics? 
         
        2. Provide an example of a research project you managed. What was the project’s goal? What were the key challenges and what was the end result?
        
         Interested?
        
         Need more information? 
          1) Click here for the Role Description   2) Find out more about applying for this position
         For role related queries or questions contact Madhan Kumar on Madhan.Kumar@health.nsw.gov.au
        Applications Close: Sunday, 5 April 2020 at 11.30 pm.
        
        
        All Cancer Institute roles are based at Eveleigh, however, the Ministry of Health will be relocating the Cancer Institute to St Leonards in mid-2020.
        
        The Cancer Institute NSW is unable to offer salary packaging. Salaries will be negotiated commensurate to experience and qualifications of the role.
        
        The Cancer Institute NSW supports flexible working practices for all employees and welcomes applications from Aboriginal and Torres Strait Islander people, people from diverse cultural backgrounds and people with disabilities. Stepping Up aims to assist Aboriginal job applicants by providing information about applying for roles in NSW Health. For more information please visit www.steppingup.health.nsw.gov.au.
        
        Please indicate if you have any accessibility requirements in your application or speak with the contact person should you be called for an interview. We provide reasonable adjustment for people with a disability during the recruitment process and during their employment.
        
        To be eligible for permanent appointment to a position in NSW Health, you must have Australian citizenship or permanent Australian residency.
        
      
      
    
    
  
",1,1,1,0,0,0,0,0,0,0,0,1,"(120000.0, 130000.0]",6.0
243,4,1,This position is Permanent Full Time and classified as a Health Manager Level 3,2,113735,129658,0,"
  
    
    
      Data Scientist 
      Employment Type: Permanent Full TimePosition Classification: Health Manager Level 3Remuneration: $113,735 - $129,658 per annum, excluding superannuationHours Per Week: 38Requisition ID: REQ159041
        • Use your data science skills to explore cancer and healthcare data to inform decision making and drive meaningful changes to NSW cancer healthcare system
        • Be a leader in predictive analytics for smarter and more effective health service delivery
        • Be part of an organisation that makes a difference to cancer control in NSWWhere you’ll be workingThe Cancer Institute NSW is the NSW Government’s cancer control agency, established to lessen the impact of cancer across the state.
        
        Working at the Cancer Institute NSW means joining a team of committed and dedicated staff who are proud to be a part of the Institute’s purpose of overseeing and accelerating the effectiveness of cancer control in NSW.
        The Cancer Institute is a collaborative working environment that encourages diversity and inclusion in how we work and the way we work together.  Aboriginal and Torres Strait Islander peoples are strongly encouraged to apply.  Greater consideration will be given to suitable applicants, in order to improve access to employment and career opportunities (GSE Rule 26).What you will be doing
        In this role you will be required to undertake complex strategic data analytics and modelling to improve the delivery of cancer screening and prevention services across NSW. You will have demonstrated experience in data mining techniques and using both machine learning and statistical analysis to summarise, simplify and understand complex processes, provide insights, make predictions, monitor and calibrate prediction performance. 
         
        Essential to the role will be your ability to engage with and influence stakeholders. You will be a team player that thrives in a collaborative, dynamic and evolving landscape to support the delivery of strategic information through to actionable insights.
        
        For your application to be considered
        • Your resume
        • A covering letter addressing the essential requirements of the role (as outlined in the role description, please see link below); and
        
        • A response to the pre-screening question below (in a separate attachment)
        
        
        
        
        Essential requirements
        • Relevant tertiary qualifications in statistics, machine learning, computer science or a related discipline.
        • Extensive experience in statistics, machine learning, predictive analysis and modelling in R or Python. 
        • Proficiency in querying relational databases with SQL.
         
        • Demonstrated understanding of privacy and health/personal information legislation, policies and standards.
        
        Pre-screening questions
        1. Can you please outline your experience in predictive analytics? 
         
        2. Provide an example of a research project you managed. What was the project’s goal? What were the key challenges and what was the end result?
        
         Interested?
        
         Need more information? 
          1) Click here for the Role Description   2) Find out more about applying for this position
         For role related queries or questions contact Madhan Kumar on Madhan.Kumar@health.nsw.gov.au
        Applications Close: Sunday, 5 April 2020 at 11.30 pm.
        
        
        All Cancer Institute roles are based at Eveleigh, however, the Ministry of Health will be relocating the Cancer Institute to St Leonards in mid-2020.
        
        The Cancer Institute NSW is unable to offer salary packaging. Salaries will be negotiated commensurate to experience and qualifications of the role.
        
        The Cancer Institute NSW supports flexible working practices for all employees and welcomes applications from Aboriginal and Torres Strait Islander people, people from diverse cultural backgrounds and people with disabilities. Stepping Up aims to assist Aboriginal job applicants by providing information about applying for roles in NSW Health. For more information please visit www.steppingup.health.nsw.gov.au.
        
        Please indicate if you have any accessibility requirements in your application or speak with the contact person should you be called for an interview. We provide reasonable adjustment for people with a disability during the recruitment process and during their employment.
        
        To be eligible for permanent appointment to a position in NSW Health, you must have Australian citizenship or permanent Australian residency.
        
      
      
    
    
  
",1,1,1,0,0,0,0,0,0,0,0,1,"(120000.0, 130000.0]",6.0
244,8,6,Our client is an extremely well known global media company. They're looking for an experienced Analyst to join on a permanent basis in Melbourne!,2,100000,120000,0,"
  
    
    
      Marketing Insights & Modelling Analyst 
      Our client is an extremely well known and well respected multinational, working predominantly in Digital Marketing and Media. Due to continued growth, they're looking for an experienced Analyst, with a rare mix of both Marketing and Modelling experience to join the team in Melbourne!This is an excellent opportunity for someone to join a leading company during an exciting time on a permanent basis. Our client isn't looking for someone to be a Data Scientist, they want someone with an excellent Analytical skill set. Someone who can run the numbers, understand the Data, and explain what a means in a way their clients can understand. To be considered you will need:- Experience with Modelling & Econometrics within a Marketing Discipline is essential to be considered- Basic/Intermediate SQL experience- Advanced user of Microsoft Excel- Experience with R Shiny is a bonus but not necessarily required- Excellent analytical skill set and a strong ability to understand Data and explain what it means- Strong communication skills, both verbal and written, are a must haveThink this sounds like you? Our client are conducting interviews via video call and are not letting the virus get in the way of them moving forward with offers and start dates ASAP as this is an immediate need.For extra information, please contact Matthew Cook via Data@thedrivegroup.com.auFollow Us On Linkedin:https://www.linkedin.com/company/thedrivegroup For The Latest Tech News, New Jobs & Our $1000 'Introduce A Friend' Referral Fee 
      
      
    
    
  
",0,1,1,0,0,0,0,0,0,0,1,6,"(100000.0, 110000.0]",0.0
245,13,1,A leading proprietary trading firm seeking a talented Data Scientist with an understanding of distributed systems and network engineering,2,150000,200000,0,"
  
    
    
      Performance Engineer (Data Analyst) 
      
        As a Data Scientist in this ground breaking team, you will capture and analyse huge amounts of exchange data to identify trading opportunities in a high-frequency trading environment.
        The Data Scientist will gain exposure to a variety of cutting-edge technologies from low-latency network equipment to microwave links and FPGAs whilst working in an autonomous and highly skilled research group. 
        You will be expected to take responsibility early on and given a thoughtful career advancement plan to ensure you grow a successful career in the long-term.
        This is a technical position and requires strong programming skills in Python and associated libraries).
        Qualifications:
        At least 2 years professional experience in statistical modelling and data-analytics
          Masters or above in data-science related discipline inc. Mathematics, Computer Science, Statistics, Quantitative Analytics, Quant Finance or Applied Sciences
          Excellent Python programming skills and experience using scientific/analytic libraries (Pandas, NumPy, SciPy and more)
          Proven experience working with large data sets
          Experience in systems and network engineering is NOT required, but an interest in learning and understanding it is essential
          Experience with large-scale financial data is advantageous
          Knowledge of basic C++ programming is a plus
        While a resume is preferable we also welcome tentative inquiries from well-qualified persons. Utmost confidentiality and discretion are assured. If interested, please email jared.stone@gqrgm.com
      
      
      
    
    
  
",1,0,0,0,0,0,0,0,0,0,0,1,"(160000.0, 180000.0]",9.0
246,1,1,Fantastic opportunity  for an experienced Senior Credit Risk Modeller to join one of Australia's leading financial services companies,2,110000,130000,0,"
  
    
    
      Senior Credit Risk Modeller 
      $110,000 - $130,000 + Super + Bonus 
        Be part of a high performing team focused on delivering 'best practice' 
        Build credit risk models across various portfolios 
      
        A fantastic opportunity has come available for an experienced Senior Credit Risk Modeller to join one of Australia’s leading financial services companies.
        The successful candidate will have solid experience working as a credit risk modeller or a data scientist within banking / financial services building predictive models and analysing credit risk data using various tools including SAS, SQL, Python, R etc.
        Your team is responsible for the delivery of predictive analytics, predictive modelling and analysing model performance across a variety of portfolios. The key work you would be responsible for would be areas like credit capital, provisions, application scoring, account / customer behaviour scoring, risk grade modelling, time series modelling, segmentation and portfolio optimisation.
        This is the perfect opportunity for an experienced credit risk modeller or data scientist to join a team ensuring ‘best practice’ in delivered across statistical models they are responsible for.
        Responsibilities:
        Use statistical skills to build predictive models and analyse model performance
          Work closely with relevant teams in credit risk to ensure best practice
          Work collaboratively and independently to build credit risk models used for application/customer behaviour scoring.
          Develop risk grade modelling, time series modelling, segmentation and portfolio optimisation
          Maintain and improve statistical credit risk models used for automated credit decisioning processes
        Experience
        Strong academics in a highly statistical subject - (Maths, Statistics, Quantitative etc.)
          Solid experience building statistical models either as a credit risk modeller or data scientist
          Advanced skills with - SAS, SQL. Python, R, VBA etc
        If you think you have relevant skills and experience please send your profile to Zack to find out more - zgordon@morganmckinley.com
         
      
      
      
    
    
  
",1,1,1,0,1,0,0,0,0,0,1,1,"(110000.0, 120000.0]",2.0
247,0,6,Build Data Models to Solve Business Needs With R & Python,2,80000,120000,1,"
  
    
    
      
        Experienced Data Scientist - Melbourne 
        My client is looking for an experienced data scientist with experience across Machine Learning & Deep Learning platforms. The ideal candidate will have at least 3 years experience with machine learning and Python. In this role you will analyse data and develop modes to solve solutions for business needs. If you have a strong background in R, Python, ML, DL & Data analytics this is the perfect role for you. This role will be located in the Melbourne CBD with local public transport and on site parking. Reporting to the lead data scientist you will develop data models to solve business needs. 
        Brandon Jenner(0)2808 90100Brandon.Jenner@opusrs.com.au 
      
    
  
",1,0,1,0,0,0,0,0,0,0,1,6,"(90000.0, 100000.0]",1.0
248,0,6,Looking for Consultant with experience in Open Shift.,2,100000,149999,0,"
  
    
    
      DevOps Consultant- Openshift 
    
    
      
        Consultant- Open Shift
        For over 40 years HCL has been providing value to their customer’s businesses through application development, maintenance and business transformation services. HCL’s collaborated global delivery mechanism across all industry verticals ensures an innovative and successful execution of IT services. HCL in ANZ is focused in providing software-led IT solutions, Enterprise and Applications Consulting, remote infrastructure management, BPO services and IT Hardware and Systems Integration with offices based in Sydney, Melbourne, Brisbane, Adelaide, Perth, Auckland & Wellington.
        Location- Melbourne
        Openshift Architect will be responsible for the end to end delivery of ICT improvement projects and initiatives ensuring projects are delivered within the agreed project delivery framework.
        Will be responsible for preparing documentation on all aspects of business requirements to support knowledge transfer to other team members.Will ensure resource availability and allocation
          Will be responsible for developing business requirements, functional specifications, business process maps and reviews, and business cases.
          Work with developers from the initial phase to consult/guide them to containerise the application (mainly R/Python/Node and React) applications
          Participate in PoC (with the amount of vendors introducing the operator model), work with the vendors (Abinitio/SAS/MongoDB) – to deploy the applications on to openshift
          Consult as an SME with various data scientist and data engineering groups to check the feasibility and opportunity to containerise the applications
          Most importantly, work with CPaaS team to drive all the above deliverables
         
        Skills and Experience: 
        Experience in Managing a RedHat OpenShift Environment (on premise – private infra)
          Experience in troubleshooting issues in RedHat OpenShift environment
          Well versed with all lifecycle management of a namespace/project. Understands the services, build config, deployment config, routes, templates, config maps, templates,
          Experience in managing RedHat OpenShift master, nodes, routers, docker registry, application/compute nodes
           Understanding of (UAM/SLA/Storage/Networking/Security) requirements and containerise them and deploy on openshift – 60% of the work
          
            Understanding of Kubernetes networking
          
          
            Hands on proven experience in Dockerfile, Kubernetes YAML files (Very important)
          
        Education Qualification & Experience
        Bachelors or Masters in Computer Science, Information Technology or relevant degree
          Familiarity with RedHat OpenShift and Docker.
          Familiarity with Platform-as-a-Service applications for cloud-based systems.
          Familiarity with one or more of below development architectures/principles:
          DevOps
          Microservices
          Server-less Cloud Computing (good to have, but not mandatory)
          Hands on Experience in Managing a RedHat OpenShift Environment (on premise private infra)
          Hands on troubleshooting issues in RedHat OpenShift environment
        HCL Australia offers a unique opportunity where your employer puts you first and customers second. At HCL, we believe in EMPLOYEE FIRST. HCL’s enlightened approach to employee development focus on giving people whatever they need to succeed: be it a virtual assistant or talent transformation sabbaticals; expert guidance or fast track growth; inner peace or democratic empowerment.
      
      Please send your CV to louann.castillo@hcl.com for a confidential discussion. Only Australian PRs/Citizens will be entertained for this role. 
    
    
  
",1,0,1,0,1,0,0,0,0,0,0,6,"(120000.0, 130000.0]",6.0
249,0,1,This is an amazing opportunity to work with a global brand on leading analytical projects.,2,120000,130000,0,"
  
    
    
      Data Scientist 
      Free reign on Data Science projects 
        Must have commercial experience 
        Leading Global Brand 
      
        Role - Data Scientist
        Salary $130k base
        Location Sydney- Python / R / SQL
        My client, a global leader in their domain is looking for an experienced Insight Analyst / Data Scientist to join their analytics team. In this team you will be expected work with Digital, Business and Sales data to drive strategic insights for the business. The role contributes heavily to marketing strategy in several key areas across the business. You need to have a solid understanding of organisational challenges and be commercially aware to excel in this role.Responsibilities:
        Interpret data from disparate of sources using SQL
          Analyse results using statistical techniques in R or Python
          Develop statistical models to gain insights and provide information around trends and patterns
          Support internal stakeholder relationships using data and insights.
        Qualifications:
        Tertiary qualification in a Quantitative discipline (Economics, Statistics, Mathematics)
          Strong working knowledge in a cloud environment AWS/Azure
          Statistical programming experience in Python / R and SQL
        To be part of one of the fastest growing data consultancies in Sydney, working in a fast paced, dynamic, fun and friendly environment - with ambitious plans. Please apply immediately with an up to date CV.
        Or to hear more please get in touch (02) 8986 3139 or jpope@morganmckinley.com.au
        PYTHON / AWS / EXCEL / SQL / R / AZURE / INSIGHT / ANALYST / MODELLING / DATA SCIENTIST
      
      
      
    
    
  
",1,1,1,0,0,0,0,0,0,0,1,1,"(120000.0, 130000.0]",6.0
250,0,1,"A great opportunity for an experienced Data Scientist to join a world-leading NFP on a full time, permanent basis. ",2,90000,120000,1,"
  
    
    
      Data Scientist 
      
      
      Wonderful opportunity to join a leading NFP 
        Excellent career development 
        Competitive salary 
      
        Cox Purtell has partnered with a world-leading not-for-profit organisation to recruit an experienced Data Scientist. This is a full time, permanent opportunity starting as soon as possible. This is an exciting opportunity to join a relatively new team to provide leadership, strategic and tactical thinking with a focus on increasing donor income. Overall you will enhance data structures and architecture, design, build and maintain enterprise meta data, the mapping and business rules. Contribute to strategic and operational processes, systems, planning, delivery and reporting. The ideal Data Scientist will have:
        More than 2 years Data Scientist experience
          Advanced knowledge and experience of BI strategies, technology and architecture
          Be proficient in Tableau, Power BI, SQL and KNIME
          Have demonstrated pattern recognition techniques and knowledge and experience of BI, ideally within an NFP
          Ability to extract, load and transform data between systems
          Digital Data integration and migration
          Knowledge of IT systems, infrastructure and data domains
          Competent in working with CRMS & reporting tools and Microsoft Office (advanced Excel)
          Ability to build and maintain solid relationships across
          Degree in Computer or Data Science or Mathematics
        Sound communication skills and the ability to work well with people from all backgrounds and across many different departments is essential to this role. Coming from an NFP environment is highly advantageous. If you are looking to take on an interesting and varied role that will challenge and excite you please apply NOW.
      
      
      
    
  
",0,1,0,1,0,0,0,0,0,0,0,1,"(100000.0, 110000.0]",0.0
251,0,6,Apply your ML and data science techniques to the field of cyber security for Australia's education sector's leading internet service provider. ,2,180000,200000,1,"
  
    
    Content Data Scientist 
    
      
        Looking for a passionate data scientist to streamline identification of security threats using data analytics. You will be applying machine learning and data science techniques to the field of cyber security for Australia's education sector's leading internet and communication service provider. 
        Looking for a passionate data scientist to streamline identification of security threats using data analytics. You will be applying machine learning and data science techniques to the field of cyber security using enterprise network data including but not limited to user/machine authentication data, user/resource access logs, and other machine generated data to detect advanced security threats. 
        Your responsibilities will include: 
        Collaborating with security domain experts, data scientists, and platform engineering team to identify security threats with data-driven methods
          Performing data processing and transformation to maximise informational value
          Conducting research activities including idea proposition, literature review, fast algorithm and learning model prototyping, experiments running, and documentation
          Implementing performance-efficient models and algorithms for production
          Being responsible for accuracy and performance of models in production. 
         
        Key requirements: 
        M.S. or Ph.D. in a relevant technical field with machine learning and data mining, or 4+ years experience in a relevant role. Particular areas of interests include semi or unsupervised learning, anomaly detection, graph or network analysis.
          Comfortable manipulating and analysing complex, high-volume, high-dimensionality data from varying sources
          Familiarity with databases, preferably noSQL databases
          Expert knowledge of an analysis tool such as R, Matlab, Python
          Experience working with large data sets, experience working with distributed computing a plus (Map/Reduce, Hadoop, Hive, Apache Spark, etc.)
          Good production coding skills in Java or Scala
        To apply please click apply or call Melissa Chin on +61 3 8628 2171 for a confidential discussion.
      
      
      
    
    www.robertwalters.com.au    |    FIND YOUR PLACE WITH US
  
",1,0,1,0,0,1,1,1,1,1,1,6,"(180000.0, inf]",8.0
252,2,6,"Be part of a new and exciting program, applying Machine Learning to identify anomalies and cyber security threats in this newly established role.",2,180000,200000,0,"
  
    
    Data Analytics Recruitment Solutions
    
      Data Scientist Principal 
      Melbourne Based 
        Apply Machine Learning and Data Science techniques 
        Identify anomalies and Cyber Security threats 
      
        Our client, a well-established and reputable not-for-profit organization, has created a new role as part of their exciting strategy to facilitate seamless data access and transfer across the education sector. 
        In this unique mission and its first in their respective industry, you will have the opportunity to work with a range of stakeholders with the purpose of identifying potential cyber security threats and anomalies. 
        We are looking for an experienced Data Scientist who is passionate about staying up to date with Data Science methodologies and trends to review, deliver and improve models for production, whilst applying Machine Learning / Data Science techniques. 
         
        Key Responsibilities:
        Build and maintain rapport with internal and external stakeholders including data scientists and engineers
          Educate stakeholders on the outcome of models and data-science based methodologies
          Ability to work collaboratively with domain experts 
          Deliver accurate and high-performing data science / machine learning models to be used in production 
          Conduct research activities and experimentation of various methodologies and techniques
          Review and improve existing models 
         
        Key Skills:
        M.S. or Ph.D. in a relevant field with machine learning and data mining OR minimum of 4+ years experience in a similar role
          Previous experience in semi or unsupervised learning / anomaly detection / graph or network analysis will be highly regarded 
          Proven experience programming in R, Matlab or Python 
          Experience programing in Java or Scala to create production code 
         
        If you're looking to be part of a new program in its early inception, with an opportunity to showcase your expertise as a Data Scientist then click apply today to be considered! For more information please call Corrin on 03 8330 5003 or email 
        IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.
        http://www.bluefinresources.com.au/privacy-policy
      
      
      
    
    www.bluefinresources.com.au
  
",1,0,1,0,0,1,0,0,1,1,1,6,"(180000.0, inf]",8.0
253,0,6,We're looking for a passionate Data Scientist for a leading Australian institution; with fantastic salary and work-life balance policies on offer! ,2,180000,200000,0,"
  
    
      Data Scientist / Content Engineer - $180K + Super 
      
        The Company 
        An established organisation who have been vital in the digital transformation of Australia are now seeking a passionate Data Scientist to join their dynamic technology team. 
        You will have the opportunity to work extensively with complex data sets leveraging data analytics and machine learning techniques to derive important findings for the organisation. We're looking for an established Data Scientist here, someone with proven commerical experience who can join the business and hit the ground running. 
        Within this company, you will be working alongside fellow security domain experts, other data scientists and an engineering team to identify security threats using data-driven methods. 
        The organisation you will be joining are a true pioneer when it comes to Internet usage in Australia, they're a great place to work (CBD based) and their company culture is second to none; with work from home encouraged and unrivalled superannunation benefits to name a few. 
        Your Responsibilites
        Collaborate with security domain experts, data scientists, and platform engineering team to identify security threats with data-driven methods
          Perform data processing and transformation to maximize informational value
          Conduct research activities including idea proposition, literature review, fast algorithm and learning model prototyping, experiments running, and documentation
          Implement performance-efficient models and algorithms for production
          Be responsible for accuracy and performance of models in production. Review and improve where necessary.
          Work under general guidance with minimal close supervision
          Communicate and demonstrate success of data science-based methodologies for internal and external use.
        Your Profile
        Reporting to the Security Operations Centre, you will be an established Data Scientist working in a dynamic technology team: 
        You will have:
        At least four years of experience in a relevant role: Data Scientist, Machine Learning, Data Mining etc. 
          Experience solving analytical problems using quantitative approaches 
          Comfort in manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources
          Expert knowledge of an analysis tool such as R, Matlab, Python
          Experience working with large data sets, experience working with distributed computing a plus (Map/Reduce, Hadoop, Hive, Apache Spark, etc.)
          Good production coding skills in Java or Scala
          Fantastic communication skills
          Valid Australian working rights - permanent residency minimum requirement
        Apply Now
        If you are interested in this opportunity please do not hesitate to apply ASAP. You can send your resume via the link or you can email me directly on luke.edmunds@roberthalf.com.au. 
        I look forward to hearing from you. 
      
      
      
    
    www.roberthalf.com.au
    IT'S TIME WE ALL WORK HAPPY.™
  
",1,0,1,0,0,1,1,1,1,1,0,6,"(180000.0, inf]",8.0
254,2,0,"Data Scientists will develop solutions to solve intelligence problems, constantly research, learn and apply new technologies",2,90945,129172,0,,1,0,0,0,0,0,0,0,0,0,0,0,"(110000.0, 120000.0]",2.0
255,4,0,"Data Scientists will develop solutions to solve intelligence problems, constantly research, learn and apply new technologies",2,90945,129172,0,,1,0,0,0,0,0,0,0,0,0,0,0,"(110000.0, 120000.0]",2.0
256,2,1,"Data Scientists will develop solutions to solve intelligence problems, constantly research, learn and apply new technologies",2,90945,129172,0,,1,0,0,0,0,0,0,0,0,0,0,1,"(110000.0, 120000.0]",2.0
257,4,1,"Data Scientists will develop solutions to solve intelligence problems, constantly research, learn and apply new technologies",2,90945,129172,0,,1,0,0,0,0,0,0,0,0,0,0,1,"(110000.0, 120000.0]",2.0
258,2,6,"Data Scientists will develop solutions to solve intelligence problems, constantly research, learn and apply new technologies",2,90945,129172,0,,1,0,0,0,0,0,0,0,0,0,0,6,"(110000.0, 120000.0]",2.0
259,4,6,"Data Scientists will develop solutions to solve intelligence problems, constantly research, learn and apply new technologies",2,90945,129172,0,,1,0,0,0,0,0,0,0,0,0,0,6,"(110000.0, 120000.0]",2.0
260,0,1,Competitive Salary | Great Culture | Weekly Catering | Company Stocks,2,180000,190000,1,"
  
    
    
      
        Lead Data Scientist 
        My client, a well known Ecommerce & marketing agency is looking to hire a Senior Lead Data Scientist to run their expanding Data Science team. The ideal candidate would have experience managing a team & leading a project as well as a strong hands on background in Data Science & Machine Learning using AWS & Pyhton.Responsibilities:Leader of engineers, who ensures the success of the team through software engineering
            Build talent by identifying and reaching out to talent
            Responsible for maintaining the code base 
            Design complex features & systems components end to end.
            Solves complex problems and see them through to completion.
          Requirements:
          Strong understanding of Machine Learning
            Strong background in Data Science
            Experience leading a Data Science team
            Great communication skills
            Experience working across AWS & Python
          If your looking for a new role where you can really make a difference this is for you!Apply today!
        
        Brandon Jenner(0)2808 90100Brandon.Jenner@opusrs.com.au 
      
    
  
",1,0,0,0,0,0,0,0,0,0,1,1,"(180000.0, inf]",8.0
